pitcher_id,pitch_a,cluster_a,pitch_b,cluster_b,same_cluster
596133,FC,cube51_cluster0,SL,cube42_cluster0,True
596133,FF,cube60_cluster0,SL,cube42_cluster0,False
596271,FC,cube51_cluster0,SI,cube60_cluster0,False
596271,FF,cube67_cluster0,SI,cube60_cluster0,True
596271,SL,cube25_cluster0,ST,cube16_cluster0,False
596295,CH,cube59_cluster0,FF,cube59_cluster0,True
596295,CH,cube59_cluster0,SI,cube60_cluster0,True
596295,FF,cube59_cluster0,SI,cube60_cluster0,True
600917,CU,cube9_cluster0,SL,cube16_cluster0,False
600917,FF,cube59_cluster0,SI,cube59_cluster0,True
601713,FF,cube59_cluster0,FS,cube66_cluster0,False
601713,FF,cube59_cluster0,SI,cube60_cluster0,True
601713,FS,cube66_cluster0,SI,cube60_cluster0,False
605130,CH,cube61_cluster0,FF,cube61_cluster0,True
605130,CH,cube61_cluster0,PO,cube61_cluster0,True
605130,CH,cube61_cluster0,SI,cube61_cluster0,True
605130,CU,cube10_cluster0,ST,cube17_cluster0,False
605130,FF,cube61_cluster0,PO,cube61_cluster0,True
605130,FF,cube61_cluster0,SI,cube61_cluster0,True
605130,PO,cube61_cluster0,SI,cube61_cluster0,True
605130,SL,cube25_cluster0,ST,cube17_cluster0,True
605135,CH,cube60_cluster0,FC,cube51_cluster0,False
605135,CH,cube60_cluster0,FF,cube60_cluster0,True
605135,CH,cube60_cluster0,FS,cube67_cluster0,True
605135,CH,cube60_cluster0,SI,cube60_cluster0,True
605135,CU,cube9_cluster0,ST,cube16_cluster0,True
605135,FC,cube51_cluster0,FF,cube60_cluster0,False
605135,FC,cube51_cluster0,SI,cube60_cluster0,False
605135,FF,cube60_cluster0,FS,cube67_cluster0,False
605135,FF,cube60_cluster0,SI,cube60_cluster0,True
605135,FS,cube67_cluster0,SI,cube60_cluster0,True
605135,SL,cube24_cluster0,ST,cube16_cluster0,False
605154,CH,cube67_cluster0,FF,cube60_cluster0,True
605177,CH,cube66_cluster0,FF,cube59_cluster0,False
